id,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10,Pregunta11,Pregunta12,Pregunta13,Pregunta14,Pregunta15,Pregunta16,Pregunta17,Pregunta18,Pregunta19,Pregunta20,Pregunta21,TOTAL
4488,0,2,1,1,1,2,3,3,2,1,3,3,2,3,0,2,1,1,2,1,2,36
4489,1,0,1,1,0,0,3,3,1,1,0,1,3,2,2,3,0,2,1,1,3,29
4490,2,3,1,0,3,1,0,0,0,3,0,2,0,2,0,3,0,0,1,2,2,25
4491,1,2,2,3,0,1,3,0,1,0,3,2,3,3,3,1,3,0,1,2,3,37
4492,3,3,0,3,3,2,0,1,0,3,0,0,0,1,1,0,1,2,3,3,0,29
4493,3,0,3,0,3,1,1,3,0,2,0,1,2,2,1,3,0,2,2,0,0,29
4494,1,0,3,3,2,0,0,1,2,2,1,3,2,0,0,2,1,0,3,1,0,27
4495,1,1,0,2,3,1,0,3,3,3,0,0,0,0,0,1,0,2,3,1,0,24
4496,1,0,3,3,0,0,2,0,1,1,2,1,0,0,1,2,3,3,3,2,1,29
4497,2,2,2,2,1,1,3,3,0,2,2,3,1,3,3,0,1,2,1,3,1,38
4498,3,1,3,0,1,1,2,3,3,0,3,1,0,2,1,1,0,1,1,1,1,29
4499,1,1,3,0,3,0,0,2,1,3,3,1,1,0,3,0,2,3,3,1,3,34
4500,1,0,3,0,1,0,1,1,3,1,1,3,0,1,0,2,2,2,3,3,1,29
4501,1,0,2,3,1,1,0,3,0,1,1,2,1,0,2,3,0,3,3,0,1,28
4502,0,0,2,0,0,1,3,0,1,1,3,2,2,1,0,2,3,1,3,0,3,28
4503,1,2,0,1,2,2,2,0,0,2,2,2,3,0,0,3,1,0,2,3,2,30
4504,3,1,3,0,1,1,3,3,3,0,1,1,2,0,2,3,1,1,0,0,0,29
4505,2,3,0,0,0,2,3,0,3,2,0,1,1,2,1,1,0,1,0,2,0,24
4506,0,2,0,0,2,0,3,1,2,1,3,1,0,1,1,2,0,1,2,3,3,28
4507,1,3,3,0,0,3,3,1,1,0,2,1,3,2,1,0,1,3,0,1,0,29
4508,3,3,0,2,3,1,3,0,1,3,0,3,1,3,0,0,0,3,3,0,2,34
4509,1,3,2,1,1,1,3,0,2,3,3,2,1,3,0,2,3,2,2,1,2,38
4510,0,3,2,0,2,1,3,2,0,2,2,1,1,3,0,0,0,3,0,1,2,28
4511,0,3,0,2,0,0,2,2,0,2,0,0,1,0,0,0,1,2,3,1,1,20
4512,0,3,2,0,1,2,2,1,0,3,3,0,2,3,3,2,1,2,0,0,2,32
4513,0,2,3,3,2,1,1,0,2,0,1,2,1,1,0,3,2,1,3,0,3,31
4514,2,1,1,1,3,2,3,2,0,0,2,2,3,0,1,3,2,1,1,1,1,32
4515,2,1,1,0,3,2,0,2,2,1,2,0,0,1,1,0,3,3,3,0,0,27
4516,1,3,1,3,2,3,1,3,0,1,0,1,1,2,0,0,2,1,3,3,2,33
4517,3,2,2,3,2,2,0,2,3,1,0,0,3,3,1,1,1,0,0,2,0,31
4518,3,0,1,2,3,2,0,0,0,3,2,0,2,2,0,0,2,3,2,1,1,29
4519,1,2,1,1,3,1,1,0,0,0,0,2,0,3,3,1,2,3,2,1,2,29
4520,1,1,1,0,2,2,3,2,2,0,2,0,3,2,1,0,1,2,1,1,3,30
4521,3,3,0,3,0,3,0,3,0,1,0,1,0,1,2,1,2,0,1,0,3,27
4522,1,1,0,3,2,0,0,2,0,0,2,0,3,3,0,1,2,0,0,2,2,24
4523,0,3,1,3,2,0,1,2,0,3,3,3,3,3,1,1,2,2,0,2,3,38
4524,0,3,1,1,3,3,2,1,3,1,3,3,3,1,0,2,0,1,1,0,3,35
4525,0,1,1,3,2,3,2,2,0,1,2,3,0,3,1,2,1,0,1,0,2,30
4526,3,2,3,2,0,0,0,1,2,3,0,1,2,2,1,1,0,1,0,0,0,24
4527,0,0,1,1,2,2,1,1,2,3,2,0,0,1,2,2,3,2,2,2,1,30
4528,1,0,1,0,1,2,2,0,0,0,3,0,0,1,1,3,0,0,0,3,1,19
4529,2,1,3,0,1,2,2,3,1,1,0,1,2,1,0,3,0,0,1,2,3,29
4530,1,3,1,0,0,1,1,3,0,1,3,2,3,1,2,2,1,0,0,1,1,27
4531,1,3,2,1,1,2,1,3,0,2,0,2,3,2,2,2,0,0,1,3,2,33
4532,1,0,1,3,1,2,0,0,0,0,2,0,2,3,1,0,1,0,1,1,1,20
4533,3,1,3,1,2,1,1,0,3,3,1,3,1,3,2,3,1,2,3,1,2,40
4534,2,3,1,3,1,1,3,0,2,2,3,2,1,1,1,0,2,3,0,1,2,34
4535,3,0,1,2,1,3,0,1,0,0,2,0,1,3,2,1,0,1,2,1,2,26
4536,1,3,3,0,1,1,0,2,1,3,3,2,0,1,3,0,2,3,3,0,2,34
4537,0,2,1,0,0,1,2,3,1,1,1,2,3,1,0,1,3,0,0,3,0,25
4538,0,1,3,2,0,1,2,0,3,1,3,0,1,2,2,2,1,1,1,1,2,29
4539,2,1,2,1,0,3,3,0,3,1,0,3,1,2,3,2,0,0,3,0,2,32
4540,0,3,1,3,0,2,0,2,0,3,2,3,1,3,1,3,1,1,0,2,2,33
4541,1,3,0,1,3,1,3,3,2,3,0,0,2,0,1,3,3,0,1,1,1,32
4542,1,2,1,1,2,0,1,1,2,0,0,1,0,1,1,2,3,1,2,0,3,25
4543,2,1,1,0,2,3,3,2,2,1,2,2,3,1,2,2,2,3,1,3,3,41
4544,0,3,1,3,1,3,2,1,3,3,3,3,0,2,3,3,1,0,0,2,0,37
4545,2,2,0,3,2,1,1,1,0,3,0,2,2,3,1,3,1,2,1,3,1,34
4546,2,0,1,2,2,0,3,2,0,0,3,0,2,2,0,0,3,0,0,2,3,27
4547,3,0,3,1,3,1,0,3,3,1,0,3,3,0,0,0,3,0,0,1,3,31
4548,1,3,2,3,2,2,0,1,0,1,1,2,0,3,0,1,3,1,2,1,3,32
4549,2,1,3,1,3,1,1,0,3,3,2,1,2,0,1,2,1,3,0,2,2,34
4550,1,2,1,0,2,0,1,1,0,1,0,2,2,0,3,0,2,2,1,2,2,25
4551,3,1,3,2,3,3,1,1,2,3,2,3,0,2,1,2,2,3,0,3,3,43
4552,0,3,0,0,2,3,1,1,2,3,3,3,3,2,2,0,1,2,2,1,2,36
4553,1,0,2,2,0,2,3,0,2,2,0,1,2,2,0,0,3,3,2,1,3,31
4554,1,2,1,2,3,1,1,2,0,0,1,1,2,0,2,2,2,1,1,3,3,31
4555,1,1,1,2,1,0,2,3,2,2,3,3,3,2,2,3,2,2,2,1,3,41
4556,1,2,3,1,0,2,2,0,2,1,1,3,2,1,3,3,0,0,0,2,0,29
4557,0,0,1,0,0,3,1,0,1,1,1,1,3,1,0,1,0,0,2,3,3,22
4558,1,0,0,0,2,1,1,1,1,0,0,3,2,2,3,0,2,2,0,0,1,22
4559,0,1,3,2,2,1,3,0,3,0,1,3,1,1,2,1,2,2,2,0,1,31
4560,3,0,0,2,2,0,0,3,3,0,3,0,0,2,3,3,1,2,3,3,2,35
4561,3,2,1,0,0,3,0,3,2,3,3,0,1,2,0,3,0,2,2,3,0,33
4562,3,2,1,2,0,3,3,2,3,0,3,0,1,1,3,3,2,3,1,0,3,39
4563,1,3,1,2,2,2,2,1,0,2,3,3,2,0,2,1,0,2,2,2,2,35
4564,3,0,2,2,2,0,0,1,3,1,0,1,2,3,1,2,0,3,0,1,3,30
4565,3,3,0,2,1,0,0,3,0,3,2,1,2,1,3,0,2,1,0,1,1,29
4566,3,3,1,3,0,1,2,2,3,2,1,0,1,3,0,0,2,2,1,2,0,32
4567,2,0,3,2,3,0,3,2,3,0,3,1,2,2,2,1,3,3,3,2,0,40
4568,0,0,3,3,3,1,0,0,0,3,2,1,0,2,3,0,2,3,1,3,1,31
4569,3,3,2,1,3,1,2,2,1,0,1,3,2,3,0,3,3,1,2,2,0,38
4570,1,1,0,3,0,3,2,3,3,3,3,1,3,0,2,2,3,3,0,0,3,39
4571,0,1,1,2,2,3,3,1,1,0,2,2,1,1,3,1,2,2,0,2,3,33
4572,2,0,0,0,1,0,2,1,1,2,0,0,0,2,2,2,3,0,0,0,3,21
4573,3,1,1,1,2,2,3,3,2,0,1,2,2,1,1,3,3,1,2,2,2,38
4574,2,1,0,3,3,0,1,0,1,0,2,1,2,3,0,1,2,0,3,0,3,28
4575,0,1,0,2,3,2,2,1,0,3,0,3,2,1,3,2,1,3,0,0,3,32
4576,2,1,2,2,2,1,3,0,3,3,2,3,3,3,2,3,0,3,1,0,0,39
4577,2,1,3,2,1,2,1,3,2,1,3,2,3,2,3,1,3,0,2,2,0,39
4578,1,2,1,0,1,2,1,0,2,1,1,1,1,1,3,0,0,1,1,3,2,25
4579,2,0,3,2,1,0,2,1,2,1,2,0,0,2,3,3,0,3,2,3,3,35
4580,3,3,2,2,2,1,0,3,2,0,1,3,1,2,3,2,1,0,1,2,1,35
4581,2,1,2,0,1,0,2,1,0,2,3,1,0,3,1,0,3,0,0,0,1,23
4582,3,1,2,2,3,1,1,2,3,1,3,3,0,0,0,0,2,3,3,1,0,34
4583,0,0,0,0,2,3,1,2,2,1,2,2,2,0,2,0,1,2,2,1,0,25
4584,1,1,2,1,1,3,0,1,2,0,1,0,0,0,3,3,1,3,2,2,0,27
4585,2,2,0,2,1,3,1,0,2,2,2,3,0,1,1,1,3,2,1,3,2,34
4586,1,2,0,2,0,1,3,2,0,0,2,1,3,0,3,3,3,1,1,3,0,31
4587,1,2,1,0,1,2,3,2,2,2,1,3,0,3,1,3,2,3,2,2,3,39
4588,1,0,2,1,2,2,3,1,3,0,0,0,2,2,1,1,0,2,2,2,2,29
4589,2,2,1,2,0,0,0,2,2,3,3,0,2,1,1,1,3,1,3,2,2,33
4590,0,0,3,3,2,3,0,3,2,2,3,2,2,0,0,2,1,3,0,1,2,34
4591,3,1,2,2,3,1,3,2,0,1,1,1,2,1,2,1,2,3,2,1,1,35
4592,1,2,2,1,0,1,0,0,2,0,0,2,2,1,3,0,1,0,1,1,0,20
4593,1,3,3,1,2,0,3,2,0,1,2,2,1,3,3,0,3,1,0,1,3,35
4594,0,3,3,3,0,0,2,0,0,0,0,1,3,0,0,2,1,3,1,2,3,27
4595,3,1,3,2,0,2,2,3,1,1,0,1,2,3,1,3,2,1,1,2,2,36
4596,1,2,0,0,1,0,3,1,1,1,2,0,1,3,2,1,1,2,2,1,2,27
4597,2,0,3,0,0,0,3,1,2,0,0,3,0,1,2,1,0,3,1,2,2,26
4598,1,2,1,0,3,1,3,3,3,2,1,1,3,3,1,3,1,2,1,3,2,40
4599,2,1,3,3,1,3,2,0,1,3,2,3,1,3,1,3,2,2,0,3,0,39
4600,2,3,1,0,1,2,3,1,2,3,0,2,3,0,0,2,0,2,2,3,1,33
4601,0,1,1,2,0,2,3,2,3,0,0,0,1,1,2,2,2,2,3,3,1,31
4602,3,2,2,0,3,3,2,1,2,1,2,2,2,3,3,3,0,3,1,1,2,41
4603,2,3,3,1,0,0,1,0,0,1,1,3,1,3,3,1,2,2,0,3,1,31
4604,0,0,2,1,3,3,1,2,0,0,1,2,3,0,2,1,2,3,0,3,2,31
4605,0,0,1,1,2,2,1,1,1,2,1,2,3,1,1,0,2,0,0,1,1,23
4606,3,0,0,2,1,1,2,0,3,1,1,1,2,2,0,2,2,2,2,1,2,30
4607,3,3,1,3,2,2,2,0,0,0,0,1,2,1,1,2,1,0,1,0,2,27
4608,2,3,3,1,2,2,0,2,3,1,3,2,3,1,0,0,0,0,3,3,0,34
4609,0,2,0,3,0,1,3,1,3,2,3,1,2,0,3,3,2,1,2,2,2,36
4610,0,3,3,0,2,2,3,2,3,0,3,2,3,1,2,1,3,1,0,3,2,39
4611,1,2,3,3,0,2,2,1,1,1,3,3,3,2,2,1,2,3,0,0,3,38
4612,1,3,1,1,1,1,0,1,3,2,3,1,0,2,2,0,3,1,3,1,1,31
4613,1,0,0,1,3,0,2,3,1,1,1,3,0,0,3,3,0,2,0,3,1,28
4614,3,2,0,2,3,0,2,2,3,0,0,3,1,2,2,1,1,1,2,2,1,33
4615,0,1,3,2,0,1,1,1,0,1,1,0,3,3,2,0,2,3,3,1,0,28
4616,2,3,3,3,3,2,3,0,2,2,3,3,1,1,0,0,3,3,2,1,2,42
4617,2,2,3,3,3,1,3,1,0,3,3,3,2,2,1,1,2,0,3,2,3,43
4618,2,2,2,3,1,2,3,3,3,0,2,1,0,3,1,0,3,1,0,3,2,37
4619,0,3,0,2,0,3,0,0,3,1,3,1,1,1,0,1,0,0,2,3,0,24
4620,0,1,2,3,1,2,2,2,0,3,2,0,0,0,2,0,3,3,3,0,2,31
4621,2,1,3,1,1,3,1,2,1,1,1,3,3,1,3,0,1,3,3,2,0,36
4622,1,1,1,1,3,2,1,3,0,1,3,0,1,2,0,0,0,2,3,2,0,27
4623,3,1,0,1,1,2,1,1,3,2,0,2,2,3,1,0,2,2,3,3,2,35
4624,0,2,2,3,3,3,0,1,3,1,3,0,3,2,0,1,3,2,1,1,2,36
4625,0,3,1,2,3,0,1,2,3,0,0,1,1,0,2,3,2,0,0,1,3,28
4626,0,2,0,1,3,3,1,0,3,1,2,2,3,2,2,3,1,3,1,2,0,35
4627,2,0,1,1,1,0,2,2,2,2,3,0,3,3,1,1,0,2,0,3,1,30
4628,2,2,1,2,3,1,1,2,3,1,0,2,3,2,0,1,1,2,0,1,2,32
4629,1,2,0,3,2,1,3,1,3,0,2,3,2,1,3,2,3,3,1,0,3,39
4630,1,1,3,2,3,3,1,2,1,0,0,3,2,3,2,1,0,2,1,0,1,32
4631,0,1,0,2,1,0,3,2,3,3,2,3,2,1,3,3,1,0,3,0,3,36
4632,3,3,3,2,1,3,3,2,3,0,2,0,2,1,1,0,3,0,1,0,2,35
4633,3,1,0,2,1,2,1,2,1,0,2,1,1,2,3,3,3,1,2,2,2,35
4634,3,3,1,3,1,2,2,3,3,2,1,1,3,1,0,2,3,0,1,1,0,36
4635,2,0,0,3,3,1,3,1,3,2,3,3,0,0,1,2,2,3,2,3,2,39
4636,1,1,0,2,3,1,3,3,2,1,1,2,2,2,1,0,1,0,0,1,1,28
4637,1,0,3,2,2,3,3,0,2,2,3,3,2,3,2,1,2,1,0,3,3,41
4638,2,2,3,3,2,2,2,0,0,2,0,0,2,1,3,2,1,2,1,0,2,32
4639,0,1,3,3,3,1,1,2,3,0,0,1,1,2,0,3,0,1,2,0,0,27
4640,1,1,3,2,2,0,3,3,2,3,2,3,1,0,3,3,2,3,0,3,0,40
4641,2,3,2,1,0,1,1,1,2,2,2,1,1,0,0,2,1,3,2,2,2,31
4642,3,0,3,2,2,3,0,0,3,0,0,1,2,2,1,2,3,3,3,2,3,38
4643,1,3,2,3,1,1,0,3,2,1,3,2,0,0,2,3,3,1,2,2,1,36
4644,0,2,1,3,2,0,0,3,2,3,3,1,1,0,2,1,2,3,0,3,1,33
4645,3,3,3,3,2,0,3,3,3,3,2,0,2,0,3,1,3,0,2,0,1,40
4646,2,0,0,3,0,3,2,3,2,2,3,0,2,1,0,3,0,2,3,0,1,32
4647,3,0,2,2,0,2,2,2,3,1,2,2,0,0,3,3,2,2,0,2,3,36
4648,1,3,1,2,2,3,0,0,1,3,0,1,2,0,3,1,3,1,0,0,0,27
4649,3,1,3,2,1,2,0,0,1,0,0,0,1,0,2,3,1,1,3,2,0,26
4650,2,0,1,3,0,1,1,1,3,3,2,1,0,2,2,3,2,1,1,2,3,34
4651,2,2,3,2,0,2,3,1,0,1,0,1,2,2,2,2,3,2,3,3,1,37
4652,0,2,0,3,1,2,0,2,2,2,1,2,1,2,0,3,1,1,3,1,3,32
4653,0,2,0,3,0,2,0,2,0,0,0,0,0,2,2,3,0,3,3,1,1,24
4654,2,0,3,2,3,3,3,2,0,1,1,3,1,3,1,3,0,3,3,2,0,39
4655,0,3,3,3,1,0,3,0,2,2,1,1,2,1,0,3,1,1,2,1,2,32
4656,1,0,3,3,2,2,2,3,1,1,1,2,3,3,1,2,0,0,3,0,1,34
4657,0,2,3,2,0,3,1,2,2,1,1,1,3,0,2,1,3,0,2,2,0,31
4658,2,1,0,2,0,0,1,1,2,2,3,2,1,1,3,0,2,3,2,0,2,30
4659,3,2,3,3,0,2,0,3,1,3,1,2,0,1,0,0,2,1,3,3,2,35
4660,2,2,2,2,0,3,2,1,0,3,0,1,3,2,1,2,1,2,3,1,1,34
4661,1,3,3,0,0,1,1,3,0,3,3,2,3,3,3,2,2,2,0,0,2,37
4662,1,2,3,3,1,1,0,0,2,3,0,2,3,0,2,2,2,1,1,1,2,32
4663,1,0,3,3,1,3,0,3,0,3,2,3,0,1,0,1,1,0,2,1,0,28
4664,1,2,1,0,0,2,3,1,2,2,1,1,0,3,1,3,2,3,2,2,1,33
4665,2,2,0,3,1,2,1,1,1,3,1,1,3,2,3,3,2,2,3,2,1,39
4666,3,1,0,3,1,1,2,0,0,1,0,3,0,3,0,0,2,1,2,2,1,26
4667,1,0,0,1,0,2,3,2,3,1,1,2,0,3,1,3,0,2,0,2,3,30
4668,2,2,1,0,1,0,0,1,0,0,1,0,2,0,0,1,1,1,2,2,3,20
4669,1,2,2,3,3,3,1,1,3,0,3,0,1,2,2,3,2,0,3,0,3,38
4670,2,3,3,2,3,1,2,2,1,3,2,3,2,1,0,1,2,1,0,1,3,38
4671,1,0,0,0,1,3,3,2,3,2,0,1,0,1,2,2,1,3,0,2,2,29
4672,2,1,3,2,0,2,0,2,0,1,0,2,1,0,2,3,3,3,0,0,0,27
4673,0,3,2,3,0,1,2,3,2,2,2,2,1,1,3,3,2,1,3,0,2,38
4674,3,2,0,1,0,0,0,3,0,1,1,1,1,1,3,1,1,3,3,0,1,26
4675,0,3,0,1,1,3,2,1,0,3,1,0,3,0,1,1,0,0,2,0,2,24
4676,0,3,3,0,0,1,3,3,1,0,0,1,2,2,2,1,3,2,2,1,1,31
4677,0,1,1,2,3,0,1,3,0,0,3,1,0,1,0,0,0,2,2,0,0,20
4678,3,3,2,1,3,0,1,2,2,3,3,3,3,3,0,1,2,1,2,3,2,43
4679,1,3,2,0,2,0,0,0,1,2,0,1,1,2,3,2,2,2,0,3,2,29
4680,1,0,2,0,0,1,1,2,1,3,2,0,1,3,0,3,1,2,2,3,3,31
4681,3,2,0,3,1,2,3,1,3,2,0,3,0,2,3,3,0,1,1,0,1,34
4682,3,2,3,2,1,1,3,2,3,1,0,2,3,2,2,1,0,2,3,2,0,38
4683,3,2,0,3,2,3,0,1,2,2,1,0,1,0,0,1,1,3,1,1,3,30
4684,1,0,3,1,2,0,1,2,2,1,0,1,2,3,3,0,2,3,2,1,3,33
4685,3,1,1,3,2,2,0,2,3,3,3,2,3,2,0,2,1,0,0,1,1,35
4686,2,2,2,0,1,0,1,2,3,1,1,2,0,1,2,1,0,1,0,2,1,25
4687,3,1,2,0,2,3,2,0,3,2,3,3,0,0,1,2,2,0,1,0,1,31
4688,3,2,0,3,2,1,1,2,1,3,3,0,2,2,0,3,3,3,2,3,0,39
4689,1,2,0,3,3,2,1,1,1,2,1,1,3,0,2,0,2,1,3,0,3,32
4690,0,1,1,2,0,3,1,0,0,2,1,3,3,1,3,2,3,3,0,2,2,33
4691,2,0,0,1,2,2,2,2,3,1,0,2,2,1,3,2,2,0,2,3,1,33
4692,3,2,2,0,1,2,0,0,2,0,1,3,0,3,2,0,2,0,1,0,2,26
4693,3,2,0,3,3,3,0,1,2,1,0,1,1,1,0,2,2,0,1,3,1,30
4694,3,0,1,0,2,2,1,2,2,0,3,2,0,2,2,0,1,3,1,2,2,31
4695,3,3,3,0,2,2,1,3,1,1,3,1,1,0,3,1,3,1,0,3,0,35
4696,0,3,3,2,1,3,1,2,3,0,1,2,2,2,3,0,1,0,2,2,1,34
4697,0,0,2,0,0,0,2,2,2,3,0,1,2,1,1,2,3,0,1,1,2,25
4698,1,2,0,3,1,0,2,2,1,3,2,2,0,3,0,0,2,1,1,1,3,30
4699,1,3,2,0,1,0,2,3,2,0,1,3,3,3,0,3,2,2,2,1,0,34
4700,3,2,2,1,1,0,0,1,1,3,2,0,2,1,2,3,1,0,2,2,0,29
4701,0,0,3,0,2,0,0,3,1,3,3,3,2,3,2,0,1,3,1,0,2,32
4702,2,3,3,1,1,0,3,1,1,3,0,0,0,2,2,2,1,3,3,2,3,36
4703,2,3,0,2,0,0,3,2,3,3,2,2,0,2,0,0,1,1,0,0,1,27
4704,0,3,3,2,3,0,0,2,1,1,2,1,3,0,3,3,3,0,1,0,3,34
4705,0,0,1,3,2,3,3,3,2,0,1,2,2,2,0,3,3,3,0,3,1,37
4706,1,0,2,0,0,3,3,1,1,0,1,3,2,0,3,2,1,2,0,2,0,27
4707,1,1,1,0,2,1,0,0,1,3,0,3,3,2,3,0,1,3,0,3,1,29
4708,3,2,2,0,1,3,1,2,0,3,3,1,2,0,2,2,3,1,1,3,3,38
4709,0,0,1,1,3,3,2,1,0,2,2,0,2,0,3,2,3,1,0,3,2,31
4710,1,0,2,3,1,3,2,1,1,3,1,1,2,0,0,1,3,1,2,0,3,31
4711,3,0,2,0,1,0,2,0,1,1,2,1,3,1,3,0,1,1,0,3,3,28
4712,1,0,0,2,0,2,1,3,1,2,2,0,3,3,2,2,2,1,0,1,1,29
4713,2,1,1,2,1,0,1,0,3,2,0,1,3,0,2,1,0,2,1,0,2,25
4714,2,2,0,0,3,2,0,1,0,2,2,2,2,0,2,0,1,1,2,3,0,27
4715,2,0,3,3,2,1,2,0,3,1,3,1,1,1,2,3,1,2,1,2,0,34
4716,2,3,2,1,3,2,1,2,1,0,3,3,1,2,3,1,3,3,2,2,0,40
4717,1,1,3,2,0,3,3,2,1,2,3,3,2,1,1,3,2,1,3,1,2,40
4718,0,0,0,1,0,3,2,3,1,2,2,2,1,1,2,0,1,3,3,1,1,29
4719,1,2,1,3,0,0,0,0,3,0,1,3,1,1,3,3,3,1,2,2,0,30
4720,0,1,2,0,3,3,1,2,2,0,0,1,2,0,1,3,2,3,1,0,0,27
4721,2,0,0,0,1,0,0,1,3,2,3,1,0,0,1,1,3,2,1,2,2,25
4722,0,2,1,3,1,2,3,1,0,1,1,2,0,3,3,3,1,3,3,1,2,36
4723,1,1,3,3,2,0,2,3,3,1,1,0,0,2,3,0,3,3,2,2,3,38
4724,1,3,3,3,1,1,0,2,3,2,1,2,1,3,3,0,3,1,3,1,3,40
4725,1,2,2,3,2,3,1,2,3,2,1,3,2,1,1,0,3,3,3,3,1,42
4726,3,1,0,0,3,2,3,2,3,2,2,0,1,3,3,2,0,1,0,2,0,33
4727,1,1,2,0,1,3,3,1,3,3,2,1,3,2,0,1,0,3,3,2,1,36
4728,2,3,0,2,2,3,1,3,1,3,1,1,0,1,0,0,1,2,0,2,3,31
4729,3,3,2,1,0,3,3,1,3,1,0,3,0,3,0,2,3,3,2,3,1,40
4730,3,1,3,1,2,0,3,1,0,1,1,1,1,3,1,1,3,2,2,1,0,31
4731,3,2,0,2,0,3,0,3,3,2,2,2,3,1,0,0,1,1,0,3,3,34
4732,0,3,2,2,1,2,0,0,1,2,0,2,2,2,0,1,2,2,1,3,3,31
4733,0,0,0,1,3,3,0,3,1,1,2,3,1,2,0,0,0,3,0,3,3,29
4734,3,1,1,3,2,3,2,3,2,1,2,0,3,1,1,0,3,1,1,3,3,39
4735,3,3,2,1,2,1,1,1,0,3,0,0,2,1,0,3,3,2,0,0,3,31
4736,1,3,1,3,1,3,3,0,0,3,0,1,3,2,1,3,3,2,0,2,2,37
4737,0,1,0,1,3,1,0,2,3,3,0,0,3,2,0,1,2,2,1,2,3,30
4738,0,0,0,1,0,2,3,3,3,3,1,0,3,0,2,2,3,2,0,2,2,32
4739,0,1,2,3,1,0,1,0,0,2,2,2,0,3,1,2,3,0,2,3,3,31
4740,3,2,3,1,2,2,3,2,1,2,0,2,2,2,3,3,0,1,0,1,2,37
4741,1,0,2,2,3,0,2,1,0,1,0,0,3,1,0,0,2,1,0,3,0,22
4742,0,3,2,0,0,0,1,1,1,3,1,0,1,0,1,3,0,1,2,1,1,22
4743,1,3,1,1,0,3,0,0,0,1,3,2,0,2,2,2,3,2,0,2,3,31
4744,0,0,1,3,0,1,1,0,3,0,1,3,1,3,0,2,2,0,1,1,3,26
4745,0,3,2,2,3,3,2,1,0,2,1,3,2,1,2,0,0,3,0,2,3,35
4746,1,1,1,2,2,2,1,3,1,0,0,3,3,3,3,2,3,3,2,3,2,41
4747,2,1,3,2,2,0,3,2,0,1,0,1,2,0,1,0,3,3,3,3,0,32
4748,1,0,1,2,0,2,0,2,3,0,2,1,0,1,2,0,2,1,1,1,0,22
4749,1,2,0,0,0,2,2,0,1,3,3,2,0,0,0,1,2,2,1,0,1,23
4750,0,0,3,2,0,2,2,1,2,1,2,3,1,3,0,0,1,0,1,2,3,29
4751,1,0,1,2,1,3,3,0,3,1,1,3,1,1,1,3,2,1,3,3,1,35
4752,0,3,1,3,2,2,1,1,3,3,2,3,1,0,0,2,3,2,0,0,2,34
4753,0,0,3,3,1,2,2,0,1,2,2,2,0,1,2,1,0,0,2,3,0,27
4754,3,1,3,1,0,0,0,2,2,2,3,1,3,2,1,1,0,3,2,0,1,31
4755,0,3,0,2,2,2,1,3,2,3,2,3,2,0,0,1,2,0,0,1,0,29
4756,3,0,1,1,3,2,2,0,0,1,3,3,3,3,1,0,2,3,2,3,2,38
4757,2,0,1,0,1,2,3,3,2,1,1,1,2,3,0,2,1,0,2,0,3,30
4758,3,1,0,0,2,0,3,0,2,0,0,2,3,0,0,2,1,2,2,0,2,25
4759,3,0,2,3,0,3,0,3,2,2,2,3,2,0,3,1,2,3,3,0,3,40
4760,3,1,2,3,2,0,3,3,3,0,0,3,0,2,1,1,3,1,2,3,0,36
4761,2,1,1,1,2,2,0,2,1,2,2,0,3,0,1,2,2,3,0,3,1,31
4762,3,1,0,0,2,0,2,2,1,3,1,1,2,2,0,1,2,1,1,1,0,26
4763,3,0,1,3,1,1,0,3,2,2,2,1,3,2,2,1,1,2,1,3,2,36
4764,3,0,1,0,0,3,2,0,2,3,3,0,2,3,2,0,0,3,0,0,3,30
4765,1,3,0,0,1,1,1,0,1,1,0,0,0,1,2,3,3,1,3,1,0,23
4766,2,1,1,0,1,0,0,0,1,2,1,3,2,2,2,1,2,3,3,1,2,30
4767,1,3,3,1,1,2,1,1,1,0,3,1,3,1,2,1,3,3,1,0,0,32
4768,3,2,1,2,2,2,3,1,1,3,2,1,3,2,0,1,0,3,3,3,2,40
4769,3,2,2,1,1,3,3,1,2,1,0,2,1,0,0,3,0,0,1,1,3,30
4770,3,1,2,2,1,0,2,0,3,2,3,1,2,1,1,1,2,2,3,1,3,36
4771,2,3,2,0,3,0,1,0,2,3,3,1,1,2,1,3,0,0,3,0,3,33
4772,0,0,2,3,1,0,0,1,0,3,3,3,3,3,2,3,0,0,2,0,3,32
4773,1,0,3,0,0,1,0,2,1,2,2,0,3,0,3,0,0,0,2,0,0,20
4774,0,3,1,2,1,0,3,0,2,3,0,0,2,0,1,0,1,0,2,1,3,25
4775,0,2,3,1,0,1,0,2,1,0,2,0,0,2,1,1,1,0,3,2,2,24
4776,1,2,0,1,1,3,0,1,2,3,1,1,3,2,0,2,0,0,2,2,2,29
4777,1,3,1,3,0,3,0,1,0,0,1,0,2,3,3,2,0,2,0,1,3,29
4778,3,3,1,0,2,2,1,3,3,3,2,2,0,0,2,2,1,2,2,2,2,38
4779,2,2,0,1,0,2,2,2,2,2,2,3,3,3,3,1,0,1,2,1,1,35
4780,1,2,1,1,0,1,3,1,0,1,2,1,0,2,3,0,1,3,3,0,0,26
4781,0,3,3,0,0,2,0,2,1,2,1,3,2,2,3,3,0,2,0,1,2,32
